CASA DORADA COSTUMER REPORT
Name;Last name;Id;Address;Telephone;Suggestions;Status
Andre;Castellan;645;Tazz;645;Torino;ACTIVE
Ancell;Lillford;911;Bubbletube;911;Sierra 2500;ACTIVE
Anastasie;Moizer;325;Jamia;325;Viper RT/10;ACTIVE
Analise;Armistead;354;Trilia;354;Savana 2500;ACTIVE
Amye;Mendenhall;989;Rhynyx;989;Routan;ACTIVE
Amie;Carass;789;Youbridge;789;Montana;ACTIVE
Alyssa;Gamil;757;Mita;757;M-Class;ACTIVE
Alva;Abrahm;765;Realbuzz;765;G;ACTIVE
Alta;Shorthill;872;Meetz;872;W123;ACTIVE
Allyn;Doust;980;Devshare;980;Celica;ACTIVE
Allyce;Teeney;756;Jayo;756;Accord;ACTIVE
Allin;Emerson;858;Edgewire;858;Regal;ACTIVE
Alla;Garley;606;Voonyx;606;Club Wagon;ACTIVE
Aliza;Tinkler;587;Midel;587;Express 2500;ACTIVE
Alister;Crane;135;Centidel;135;Mustang;ACTIVE
Alikee;Yitzhakov;755;Thoughtworks;755;Matrix;ACTIVE
Ali;Whittle;519;Trilia;519;Tahoe;ACTIVE
Alejandrina;Waberer;896;Voonte;896;Sierra Hybrid;ACTIVE
Aldous;Heyburn;992;Centimia;992;Quest;ACTIVE
Alaster;Malthouse;532;Youspan;532;968;ACTIVE
Alanah;Patershall;168;Rooxo;168;Suburban 1500;ACTIVE
Alair;Arnefield;586;Kazio;586;Mirage;ACTIVE
Aida;Gingedale;871;Chatterpoint;871;Storm;ACTIVE
Ahmad;Schellig;665;Rhycero;665;CLK-Class;ACTIVE
Agnes;Dominici;671;Gigaclub;671;Econoline E350;ACTIVE
Aeriel;Mathissen;511;Fliptune;511;Continental Flying Spur;ACTIVE
Agnesse;Loughney;103;Dabfeed;103;Freelander;ACTIVE
Adrianna;Wolfarth;323;Browsetype;323;Galant;ACTIVE
Adolpho;Ratchford;394;Mynte;394;Savana 2500;ACTIVE
Adey;Hurburt;963;Twinder;963;Celica;ACTIVE
Ado;Breinl;496;Eazzy;496;Regal;ACTIVE
Abdel;Meert;672;Gabspot;672;V70;ACTIVE
Abbye;Aldins;694;Linkbridge;694;Frontier;ACTIVE
Adolf;Caville;424;Voolia;424;Challenger;ACTIVE
Abbe;Coale;495;Kazio;495;Sierra 3500;ACTIVE
Aaron;Korpal;741;Browsezoom;741;Alcyone SVX;ACTIVE
